~id,~label,customer_id,name,phone_number,email,merchant_category,fraud_flag:Boolean
R3BT28SR84,Merchant,R3BT28SR84,Nobita Matsui,9.20E+11,nobita.matsui@store.in,Electronics,FALSE
JCEU45X68H,Person,JCEU45X68H,Sunil Das,9.19E+11,sunil.das@gmail.com,,FALSE
5UTIPEGDL6,Merchant,5UTIPEGDL6,Sakura Tanaka,9.18E+11,sakura.tanaka@shop.com,Apparel,FALSE
HG54XVGD22,Person,HG54XVGD22,Sunil Das,9.19E+11,sunil.das@yahoo.com,,FALSE
54MEI4SWMY,Person,54MEI4SWMY,Sunil Das,9.17E+11,sunil.das@outlook.com,,FALSE
96GRFN79K4,Person,96GRFN79K4,Rajesh Kumar,9.19E+11,rajesh.kumar@yahoo.com,,FALSE
D0P5R7FJ15,Person,D0P5R7FJ15,Amitabh Sharma,9.18E+11,amitabh.sharma@outlook.com,,FALSE
7PSEYATQZG,Person,7PSEYATQZG,Sunil Das,9.18E+11,sunil.das@gmail.com,,FALSE
Z2SCJE2A81,Person,Z2SCJE2A81,Rajesh Kumar,9.17E+11,sunil.das@hotmail.com,,FALSE
KSNAXIYZSE,Person,KSNAXIYZSE,Sunil Das,9.17E+11,sunil.das@yahoo.com,,FALSE
RZZGVTP199,Merchant,RZZGVTP199,Mei Lin,9.17E+11,priya.menon@outlook.com,Entertainment,FALSE
9HASCZ2DPE,Merchant,9HASCZ2DPE,Sakura Tanaka,9.18E+11,sakura.tanaka@enterprise.jp,Electronics,FALSE
2BDWA3G780,Person,2BDWA3G780,Priya Menon,9.17E+11,priya.menon@outlook.com,,FALSE
F7B8OXX1M7,Merchant,F7B8OXX1M7,Wei Zhang,9.16E+11,wei.zhang@business.cn,Apparel,FALSE
SCIZOVSBW0,Merchant,SCIZOVSBW0,Sakura Tanaka,9.18E+11,sakura.tanaka@shop.com,Entertainment,FALSE
1REBBKOUIV,Merchant,1REBBKOUIV,Sakura Tanaka,9.20E+11,sakura.tanaka@shop.com,Electronics,FALSE
